Model,Release Date,Release Year,Model ID,Company_ID,Model,Release Date,Company,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),PixArea(px2),Width (mm),Length (mm),Area(mm2),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch)
Samsung GT-i9000 Galaxy S 16GB,1/06/2010,2010,1946,113,Samsung GT-i9000 Galaxy S 16GB,40330,Samsung,0.249977111,0.255609556,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.157435198,0.300819672,0.047359605,0.024374599,0.007215811,0.012715517,0.481322564
Samsung GT-i9000 Galaxy S 8GB,1/06/2010,2010,1947,113,Samsung GT-i9000 Galaxy S 8GB,40330,Samsung,0.249977111,0.127515885,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.157435198,0.300819672,0.047359605,0.024374599,0.007215811,0.012715517,0.481322564
Samsung GT-i8520 Galaxy Beam 16GB / Halo,1/07/2010,2011,1974,113,Samsung GT-i8520 Galaxy Beam 16GB / Halo,40360,Samsung,0.187475204,0.008388246,0.359708027,0.143884892,0.154471545,0.380952381,0.058846303,0.145429741,0.303278689,0.044105741,0.05644644,0.014024795,0.020689655,0.524230187
Samsung GT-i8520 Galaxy Beam 16GB / Halo ,1/07/2010,2011,1975,113,Samsung GT-i8520 Galaxy Beam 16GB / Halo ,40360,Samsung,0.187475204,0.008388246,0.359708027,0.143884892,0.154471545,0.380952381,0.058846303,0.145429741,0.303278689,0.044105741,0.05644644,0.014024795,0.020689655,0.524230187
Samsung SCH-R880 Acclaim,1/07/2010,2011,1976,113,Samsung SCH-R880 Acclaim,40360,Samsung,0.124973296,0.008388246,0.399726275,0.107913669,0.089430894,0.222222222,0.019873532,0.145975443,0.266393443,0.038886901,0.057087877,0.012525962,0.015086207,0.344522968
Samsung SGH-i897 Galaxy S Captivate,1/07/2010,2011,1977,113,Samsung SGH-i897 Galaxy S Captivate,40360,Samsung,0.249977111,0.255609556,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.155525239,0.295081967,0.045892693,0.025016036,0.007001692,0.014655172,0.481322564
Samsung SGH-i897 Galaxy S Captivate ,1/07/2010,2011,1978,113,Samsung SGH-i897 Galaxy S Captivate ,40360,Samsung,0.249977111,0.255032794,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.155525239,0.295081967,0.045892693,0.025016036,0.007001692,0.014655172,0.481322564
Samsung SGH-T959 Galaxy S Vibrant,1/07/2010,2011,1979,113,Samsung SGH-T959 Galaxy S Vibrant,40360,Samsung,0.249977111,0.255609556,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.157435198,0.300819672,0.047359605,0.024374599,0.007215811,0.0125,0.481322564
Samsung SPH-M910 Intercept,1/07/2010,2011,1980,113,Samsung SPH-M910 Intercept,40360,Samsung,0.124973296,0.008388246,0.399726275,0.107913669,0.056910569,0.182539683,0.010388437,0.134242838,0.260245902,0.034936148,0.057087877,0.010684538,0.017241379,0.252650177
Samsung GT-B5620 OmniaPRO 5 / GT-B6520 Omnia 652,1/08/2010,2011,2001,113,Samsung GT-B5620 OmniaPRO 5 / GT-B6520 Omnia 652,40391,Samsung,0.124973296,0.008388246,0.264664687,0.050359712,0.089430894,0.103174603,0.009226997,0.150886767,0.276639344,0.041741216,0.034637588,0.008286406,0.010991379,0.308430086
Samsung GT-B7350 OmniaPRO 4,1/08/2010,2011,2002,113,Samsung GT-B7350 OmniaPRO 4,40391,Samsung,0.124973296,0.008388246,0.299680654,0.064748201,0.089430894,0.142857143,0.012775842,0.145429741,0.281557377,0.040946816,0.037203335,0.008500525,0.01012931,0.32382635
Samsung GT-i5500 Galaxy 5 / Corby Smartphone,1/08/2010,2011,2003,113,Samsung GT-i5500 Galaxy 5 / Corby Smartphone,40391,Samsung,0.124973296,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.008130081,0.135061392,0.241803279,0.032658287,0.039769083,0.006487806,0.009051724,0.249116608
Samsung GT-i5800 Galaxy 3 / Galaxy Taos,1/08/2010,2011,2004,113,Samsung GT-i5800 Galaxy 3 / Galaxy Taos,40391,Samsung,0.124973296,0.008388246,0.333195937,0.107913669,0.056910569,0.182539683,0.010388437,0.132332879,0.264344262,0.034981437,0.043296985,0.007729696,0.010560345,0.257193337
Samsung SPH-D700 Galaxy S Epic 4G,1/08/2010,2011,2005,113,Samsung SPH-D700 Galaxy S Epic 4G,40391,Samsung,0.249977111,0.008388246,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.159618008,0.307377049,0.049062912,0.050673509,0.008907351,0.020474138,0.408884402
Samsung GT-i5800 Galaxy 580,1/09/2010,2011,2037,113,Samsung GT-i5800 Galaxy 580,40422,Samsung,0.124973296,0.008388246,0.333195937,0.107913669,0.056910569,0.182539683,0.010388437,0.132332879,0.264344262,0.034981437,0.043296985,0.007729696,0.010560345,0.257193337
Samsung GT-P1000 Galaxy Tab 7.0 16GB,1/09/2010,2011,2038,113,Samsung GT-P1000 Galaxy Tab 7.0 16GB,40422,Samsung,0.249977111,0.255032794,0.499771896,0.381294964,0.375609756,0.281746032,0.105826558,0.500927694,0.292827869,0.146685589,0.037716485,0.049290195,0.068965517,0.315497224
Samsung GT-P1000 Galaxy Tab 7.0 32GB,1/09/2010,2011,2039,113,Samsung GT-P1000 Galaxy Tab 7.0 32GB,40422,Samsung,0.249977111,0.511744466,0.499771896,0.381294964,0.375609756,0.281746032,0.105826558,0.500927694,0.292827869,0.146685589,0.037716485,0.049290195,0.068965517,0.315497224
Samsung SCH-I500 Galaxy S Fascinate,1/09/2010,2011,2040,113,Samsung SCH-I500 Galaxy S Fascinate,40422,Samsung,0.249977111,0.031878203,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.157435198,0.300819672,0.047359605,0.024374599,0.007215811,0.012715517,0.481322564
Samsung YP-G50CW Galaxy Player 50 8GB,1/09/2010,2011,2041,113,Samsung YP-G50CW Galaxy Player 50 8GB,40422,Samsung,0.124973296,0.125838031,0.399726275,0.107913669,0.056910569,0.182539683,0.010388437,0.130150068,0.231557377,0.030137208,0.031943554,0.004132497,0.005172414,0.256183746
Samsung YP-G50EW Galaxy Player 50 16GB,1/09/2010,2011,2042,113,Samsung YP-G50EW Galaxy Player 50 16GB,40422,Samsung,0.124973296,0.250005786,0.399726275,0.107913669,0.056910569,0.182539683,0.010388437,0.130150068,0.231557377,0.030137208,0.031943554,0.004132497,0.005172414,0.256183746
Samsung GT-i5500 Galaxy Europa,1/10/2010,2011,2067,113,Samsung GT-i5500 Galaxy Europa,40452,Samsung,0.124973296,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.008130081,0.135061392,0.241803279,0.032658287,0.039769083,0.006487806,0.009051724,0.249116608
Samsung SCH-I500 Galaxy S Mesmerize,1/10/2010,2011,2068,113,Samsung SCH-I500 Galaxy S Mesmerize,40452,Samsung,0.249977111,0.031878203,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.157435198,0.300819672,0.047359605,0.024374599,0.005417211,0.012715517,0.225391217
Samsung SPH-M920 Transform,1/10/2010,2011,2069,113,Samsung SPH-M920 Transform,40452,Samsung,0.124973296,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.019873532,0.150068213,0.278688525,0.041822289,0.060295061,0.011776545,0.020043103,0.30338213
Samsung YP-GP50 Galaxy Play 50 / Galaxy Rossi 8GB,1/10/2010,2011,2070,113,Samsung YP-GP50 Galaxy Play 50 / Galaxy Rossi 8GB,40452,Samsung,0.124973296,0.12465829,0.399726275,0.107913669,0.056910569,0.182539683,0.010388437,0.130150068,0.231557377,0.030137208,0.031943554,0.004132497,0.005172414,0.256183746
Samsung YP-GP50 Galaxy Player 50 / Galaxy Rossi 16GB,1/10/2010,2011,2071,113,Samsung YP-GP50 Galaxy Player 50 / Galaxy Rossi 16GB,40452,Samsung,0.124973296,0.255609556,0.399726275,0.107913669,0.056910569,0.182539683,0.010388437,0.130150068,0.231557377,0.030137208,0.031943554,0.004132497,0.005172414,0.256183746
Samsung YP-MB2 Yepp / Galaxy Touch 32GB,1/10/2010,2011,2072,113,Samsung YP-MB2 Yepp / Galaxy Touch 32GB,40452,Samsung,0.249977111,0.499999488,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.142155525,0.274590164,0.039034509,0.039127646,0.008307817,0.009698276,0.560070671
Samsung GT-i5500M Galaxy Europa,1/11/2010,2011,2108,113,Samsung GT-i5500M Galaxy Europa,40483,Samsung,0.124973296,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.008130081,0.135061392,0.241803279,0.032658287,0.039769083,0.006487806,0.009051724,0.249116608
Samsung GT-i5510 Galaxy 551,1/11/2010,2011,2109,113,Samsung GT-i5510 Galaxy 551,40483,Samsung,0.249977111,0.008388246,0.299680654,0.107913669,0.056910569,0.182539683,0.010388437,0.132332879,0.254098361,0.033625568,0.059012187,0.010556067,0.012112069,0.257193337
Samsung GT-i9000M Galaxy S Vibrant,1/11/2010,2011,2110,113,Samsung GT-i9000M Galaxy S Vibrant,40483,Samsung,0.249977111,0.255032794,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.157435198,0.300819672,0.047359605,0.024374599,0.007215811,0.0125,0.481322564
Samsung GT-P1000N Galaxy Tab 7.0,1/11/2010,2011,2111,113,Samsung GT-P1000N Galaxy Tab 7.0,40483,Samsung,0.249977111,0.255032794,0.499771896,0.381294964,0.375609756,0.281746032,0.105826558,0.500927694,0.292827869,0.146685589,0.037716485,0.049290195,0.068965517,0.315497224
Samsung SCH-I400 Galaxy S Continuum,1/11/2010,2011,2112,113,Samsung SCH-I400 Galaxy S Continuum,40483,Samsung,0.187475204,0.008388246,0.499771896,0.122302158,0.154471545,0.380952381,0.058846303,0.140518417,0.31147541,0.043768032,0.037844772,0.009185705,0.014008621,0.583291267
Samsung SGH-i917 Focus (Samsung Cetus),1/11/2010,2011,2113,113,Samsung SGH-i917 Focus (Samsung Cetus),40483,Samsung,0.124973296,0.008388246,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.148703956,0.307377049,0.045708183,0.025016036,0.006744749,0.011853448,0.474255427
Samsung SGH-i987 Galaxy Tab 7.0,1/11/2010,2011,2114,113,Samsung SGH-i987 Galaxy Tab 7.0,40483,Samsung,0.312479019,0.008388246,0.499771896,0.381294964,0.375609756,0.281746032,0.105826558,0.500927694,0.292827869,0.146685589,0.037716485,0.049290195,0.067887931,0.315497224
Samsung SGH-T959D Galaxy S Fascinate 3G+,1/11/2010,2011,2115,113,Samsung SGH-T959D Galaxy S Fascinate 3G+,40483,Samsung,0.249977111,0.255032794,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.157435198,0.300819672,0.047359605,0.024374599,0.007215811,0.012715517,0.481322564
Samsung GT-i9020T Nexus S (Samsung Soju),1/12/2010,2011,2136,113,Samsung GT-i9020T Nexus S (Samsung Soju),40513,Samsung,0.249977111,0.250005786,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.154160982,0.306967213,0.047322367,0.03066068,0.008736055,0.01487069,0.481322564
Samsung GT-i5510M Galaxy 551,1/01/2011,2011,2156,113,Samsung GT-i5510M Galaxy 551,40544,Samsung,0.249977111,0.008388246,0.299680654,0.107913669,0.056910569,0.182539683,0.010388437,0.132332879,0.254098361,0.033625568,0.059012187,0.010556067,0.012112069,0.257193337
Samsung GT-i9010 Giorgio Armani Galaxy S,1/01/2011,2011,2157,113,Samsung GT-i9010 Giorgio Armani Galaxy S,40544,Samsung,0.249977111,0.255032794,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.157435198,0.301229508,0.047424127,0.024374599,0.007237222,0.013577586,0.481322564
Samsung GT-S5830T Galaxy Ace (Samsung Cooper),1/01/2011,2011,2158,113,Samsung GT-S5830T Galaxy Ace (Samsung Cooper),40544,Samsung,0.187475204,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.019873532,0.145702592,0.259836066,0.037858788,0.034637588,0.007130163,0.011637931,0.307168097
Samsung SCH-i559 Galaxy Mini / Galaxy Pop,1/01/2011,2011,2159,113,Samsung SCH-i559 Galaxy Mini / Galaxy Pop,40544,Samsung,0.187475204,0.008388246,0.299680654,0.100719424,0.056910569,0.142857143,0.008130081,0.147612551,0.253688525,0.03744761,0.038486209,0.007965227,0.009051724,0.209490156
Samsung GT-i9003 Galaxy SL,1/02/2011,2011,2173,113,Samsung GT-i9003 Galaxy SL,40575,Samsung,0.249977111,0.255032794,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.157435198,0.306147541,0.048198399,0.028800513,0.00856476,0.015301724,0.481322564
Samsung GT-S5570 Galaxy Mini,1/02/2011,2011,2174,113,Samsung GT-S5570 Galaxy Mini,40575,Samsung,0.187475204,0.008388246,0.299680654,0.100719424,0.056910569,0.142857143,0.008130081,0.147612551,0.251639344,0.037145125,0.038486209,0.007900991,0.010517241,0.209490156
Samsung GT-S5660 Galaxy Gio,1/02/2011,2011,2175,113,Samsung GT-S5660 Galaxy Gio,40575,Samsung,0.135715812,0.008388246,0.399726275,0.107913669,0.089430894,0.222222222,0.019873532,0.139154161,0.25204918,0.035073692,0.038806928,0.007087339,0.009051724,0.344522968
Samsung GT-S5670 Galaxy Fit,1/02/2011,2011,2176,113,Samsung GT-S5670 Galaxy Fit,40575,Samsung,0.136692404,0.008388246,0.299680654,0.115107914,0.056910569,0.142857143,0.008130081,0.149249659,0.250819672,0.037434751,0.041693393,0.008757467,0.011422414,0.192831903
Samsung SCH-i100 Gem,1/02/2011,2011,2177,113,Samsung SCH-i100 Gem,40575,Samsung,0.124973296,0.008388246,0.399726275,0.107913669,0.056910569,0.182539683,0.010388437,0.133424284,0.26557377,0.03543399,0.039127646,0.007023103,0.010603448,0.257193337
Samsung SCH-R910 Galaxy Indulge / Forte,1/02/2011,2011,2178,113,Samsung SCH-R910 Galaxy Indulge / Forte,40575,Samsung,0.249977111,0.031878203,0.499771896,0.129496403,0.089430894,0.222222222,0.019873532,0.149304229,0.278442623,0.041572661,0.059525337,0.014131854,0.019827586,0.30338213
Samsung SGH-T959V Galaxy S 4G,1/02/2011,2011,2179,113,Samsung SGH-T959V Galaxy S 4G,40575,Samsung,0.249977111,0.016777517,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.158253752,0.300819672,0.047605842,0.025016036,0.007451341,0.0125,0.481322564
Samsung YP-GB1EW / YP-GB1EB Galaxy Player 16GB,1/02/2011,2011,2180,113,Samsung YP-GB1EW / YP-GB1EB Galaxy Player 16GB,40575,Samsung,0.249977111,0.249999232,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.157435198,0.306147541,0.048198399,0.024374599,0.007387106,0.013146552,0.481322564
Samsung GT-i9023 Nexus S (Samsung Soju),1/03/2011,2011,2195,113,Samsung GT-i9023 Nexus S (Samsung Soju),40603,Samsung,0.249977111,0.031262116,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.154160982,0.306967213,0.047322367,0.03066068,0.008736055,0.017241379,0.481322564
Samsung YP-GB70EW / YP-GB70EB Galaxy Player 70 16GB,1/03/2011,2011,2196,113,Samsung YP-GB70EW / YP-GB70EB Galaxy Player 70 16GB,40603,Samsung,0.249977111,0.249999232,0.499771896,0.237410072,0.154471545,0.380952381,0.058846303,0.195634379,0.378278689,0.074004316,0.037203335,0.018714001,0.027155172,0.357395255
Samsung YP-GB70NW / YP-GB70NB Galaxy Player 70 32GB,1/03/2011,2011,2197,113,Samsung YP-GB70NW / YP-GB70NB Galaxy Player 70 32GB,40603,Samsung,0.249977111,0.499999488,0.499771896,0.237410072,0.154471545,0.380952381,0.058846303,0.195634379,0.378278689,0.074004316,0.037203335,0.018714001,0.027155172,0.357395255
Samsung GT-B7510 Galaxy Pro,1/04/2011,2011,2225,113,Samsung GT-B7510 Galaxy Pro,40634,Samsung,0.249977111,0.008388246,0.399726275,0.079136691,0.089430894,0.103174603,0.009226997,0.16425648,0.244262295,0.040121665,0.029185375,0.007065927,0.009353448,0.249116608
Samsung GT-P1010 Galaxy Tab 7.0 Wi-Fi 16GB,1/04/2011,2011,2226,113,Samsung GT-P1010 Galaxy Tab 7.0 Wi-Fi 16GB,40634,Samsung,0.249977111,0.249999232,0.499771896,0.381294964,0.375609756,0.281746032,0.105826558,0.500927694,0.292827869,0.146685589,0.037716485,0.049290195,0.070043103,0.315497224
Samsung GT-P7100 Galaxy Tab 10.1v 16GB,1/04/2011,2011,2227,113,Samsung GT-P7100 Galaxy Tab 10.1v 16GB,40634,Samsung,0.499984741,0.255032794,0.499771896,0.604316547,0.479674797,0.380952381,0.182733256,0.654024557,0.497540984,0.325404022,0.030788967,0.057640837,0.116163793,0.316002019
Samsung SCH-R930 Galaxy S Aviator (Samsung Stealth),1/04/2011,2011,2228,113,Samsung SCH-R930 Galaxy S Aviator (Samsung Stealth),40634,Samsung,0.249977111,0.031878203,0.499771896,0.18705036,0.154471545,0.380952381,0.058846303,0.166712142,0.331147541,0.055206316,0.035920462,0.012547374,0.018103448,0.436648157
Samsung SPH-M820 Galaxy Prevail,1/04/2011,2011,2229,113,Samsung SPH-M820 Galaxy Prevail,40634,Samsung,0.187475204,0.008388246,0.399726275,0.107913669,0.089430894,0.222222222,0.019873532,0.13888131,0.260245902,0.036143292,0.037844772,0.014067619,0.010344828,0.249116608
Samsung GT-i9001 Galaxy S Plus / Galaxy S 2011 Edition,1/05/2011,2011,2252,113,Samsung GT-i9001 Galaxy S Plus / Galaxy S 2011 Edition,40664,Samsung,0.249977111,0.127515885,0.699863138,0.165467626,0.154471545,0.380952381,0.058846303,0.157435198,0.300819672,0.047359605,0.024374599,0.007215811,0.012715517,0.481322564
Samsung GT-i9100 Galaxy S II 16GB,1/05/2011,2011,2253,113,Samsung GT-i9100 Galaxy S II 16GB,40664,Samsung,0.499984741,0.255032794,0.599817517,0.18705036,0.154471545,0.380952381,0.058846303,0.162619372,0.312704918,0.050851877,0.01533034,0.005609918,0.012068966,0.439172135
Samsung GT-P7500 Galaxy Tab 10.1 16GB / Galaxy Tab 750 (Samsung Arnold),1/05/2011,2011,2254,113,Samsung GT-P7500 Galaxy Tab 10.1 16GB / Galaxy Tab 750 (Samsung Arnold),40664,Samsung,0.499984741,0.249999232,0.499771896,0.604316547,0.479674797,0.380952381,0.182733256,0.682673943,0.517622951,0.353367701,0.01603592,0.073421408,0.108836207,0.266784452
Samsung GT-P7500 Galaxy Tab 10.1 32GB (Samsung Arnold),1/05/2011,2011,2255,113,Samsung GT-P7500 Galaxy Tab 10.1 32GB (Samsung Arnold),40664,Samsung,0.499984741,0.499999488,0.499771896,0.604316547,0.479674797,0.380952381,0.182733256,0.682673943,0.517622951,0.353367701,0.01603592,0.073421408,0.108836207,0.266784452
Samsung GT-S5830I Galaxy Ace,1/05/2011,2011,2256,113,Samsung GT-S5830I Galaxy Ace,40664,Samsung,0.135715812,0.008388246,0.415733575,0.129496403,0.089430894,0.222222222,0.019873532,0.145702592,0.259836066,0.037858788,0.034637588,0.007130163,0.011637931,0.307168097
Samsung SCH-i510 Droid Charge 4G LTE (Samsung Stealth),1/05/2011,2011,2257,113,Samsung SCH-i510 Droid Charge 4G LTE (Samsung Stealth),40664,Samsung,0.249977111,0.031878203,0.499771896,0.18705036,0.154471545,0.380952381,0.058846303,0.166712142,0.331147541,0.055206316,0.035920462,0.012547374,0.017887931,0.436648157
Samsung SGH-i997 Galaxy S Infuse 4G,1/05/2011,2011,2258,113,Samsung SGH-i997 Galaxy S Infuse 4G,40664,Samsung,0.249977111,0.250005786,0.599817517,0.201438849,0.154471545,0.380952381,0.058846303,0.175989086,0.331967213,0.058422606,0.020141116,0.008821703,0.015086207,0.412670369
Samsung SHW-M250S Galaxy S II,1/05/2011,2011,2259,113,Samsung SHW-M250S Galaxy S II,40664,Samsung,0.499984741,0.250005786,0.599817517,0.18705036,0.154471545,0.380952381,0.058846303,0.162619372,0.312704918,0.050851877,0.017896087,0.006316511,0.013146552,0.439172135
Samsung SPH-D720 Nexus S 4G (Samsung Soju),1/05/2011,2011,2260,113,Samsung SPH-D720 Nexus S 4G (Samsung Soju),40664,Samsung,0.249977111,0.249999232,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.154160982,0.306967213,0.047322367,0.032713278,0.009271353,0.01487069,0.481322564
Samsung SPH-M580 Replenish,1/05/2011,2011,2261,113,Samsung SPH-M580 Replenish,40664,Samsung,0.249977111,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.008130081,0.145975443,0.302868852,0.044211415,0.031430404,0.007922403,0.012068966,0.249116608
Samsung YP-G1CW / YP-G1CB Galaxy S WiFi 4.0 8GB,1/05/2011,2011,2262,113,Samsung YP-G1CW / YP-G1CB Galaxy S WiFi 4.0 8GB,40664,Samsung,0.249977111,0.125838031,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.157435198,0.306147541,0.048198399,0.024374599,0.007387106,0.013146552,0.481322564
Samsung YP-G1EW / YP-G1EB Galaxy S WiFi 4.0 16GB,1/05/2011,2011,2263,113,Samsung YP-G1EW / YP-G1EB Galaxy S WiFi 4.0 16GB,40664,Samsung,0.249977111,0.249999232,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.157435198,0.306147541,0.048198399,0.024374599,0.007387106,0.013146552,0.481322564
Samsung YP-G70CW / YP-G70CB Galaxy S WiFi 5.0 8GB,1/05/2011,2011,2264,113,Samsung YP-G70CW / YP-G70CB Galaxy S WiFi 5.0 8GB,40664,Samsung,0.249977111,0.125838031,0.499771896,0.237410072,0.154471545,0.380952381,0.058846303,0.195634379,0.378278689,0.074004316,0.037203335,0.007387106,0.026293103,0.481322564
Samsung GT-i9100 Galaxy S II 32GB,1/06/2011,2011,2287,113,Samsung GT-i9100 Galaxy S II 32GB,40695,Samsung,0.499984741,0.508388758,0.599817517,0.18705036,0.154471545,0.380952381,0.058846303,0.162619372,0.312704918,0.050851877,0.01533034,0.005609918,0.012068966,0.439172135
Samsung GT-P7510 Galaxy Tab 10.1 Wi-Fi 16GB,1/06/2011,2011,2288,113,Samsung GT-P7510 Galaxy Tab 10.1 Wi-Fi 16GB,40695,Samsung,0.499984741,0.255032794,0.499771896,0.604316547,0.479674797,0.380952381,0.182733256,0.682673943,0.517622951,0.353367701,0.01603592,0.073421408,0.108836207,0.266784452
Samsung SCH-R915 Indulge,1/06/2011,2011,2289,113,Samsung SCH-R915 Indulge,40695,Samsung,0.249977111,0.031878203,0.499771896,0.129496403,0.089430894,0.222222222,0.019873532,0.149304229,0.278442623,0.041572661,0.059525337,0.014131854,0.019827586,0.30338213
Samsung SGH-T499 Dart (Samsung Tass),1/06/2011,2011,2290,113,Samsung SGH-T499 Dart (Samsung Tass),40695,Samsung,0.187475204,0.008388246,0.299680654,0.100719424,0.056910569,0.142857143,0.008130081,0.147885402,0.225,0.033274215,0.039127646,0.007023103,0.010344828,0.209490156
Samsung SGH-T589 Gravity SMART / Gravity Touch 2,1/06/2011,2011,2291,113,Samsung SGH-T589 Gravity SMART / Gravity Touch 2,40695,Samsung,0.187475204,0.008388246,0.299680654,0.107913669,0.089430894,0.222222222,0.019873532,0.142428377,0.26557377,0.037825241,0.050673509,0.010449008,0.016163793,0.344522968
Samsung SGH-T759 Exhibit 4G,1/06/2011,2011,2292,113,Samsung SGH-T759 Exhibit 4G,40695,Samsung,0.249977111,0.016777517,0.499771896,0.129496403,0.154471545,0.380952381,0.058846303,0.143792633,0.285245902,0.041016259,0.035920462,0.084020298,0.012931034,0.264512872
Samsung SHW-M250K Galaxy S II,1/06/2011,2011,2293,113,Samsung SHW-M250K Galaxy S II,40695,Samsung,0.499984741,0.250005786,0.599817517,0.18705036,0.154471545,0.380952381,0.058846303,0.162619372,0.312704918,0.050851877,0.017896087,0.007237222,0.013146552,0.439172135
Samsung SHW-M380K Galaxy Tab 10.1 3G 16GB,1/06/2011,2011,2294,113,Samsung SHW-M380K Galaxy Tab 10.1 3G 16GB,40695,Samsung,0.499984741,0.250005786,0.499771896,0.604316547,0.479674797,0.380952381,0.182733256,0.682673943,0.517622951,0.353367701,0.01603592,0.073421408,0.110991379,0.266279657
Samsung GT-i9020A Nexus S (Samsung Soju),1/07/2011,2012,2324,113,Samsung GT-i9020A Nexus S (Samsung Soju),40725,Samsung,0.249977111,0.249999232,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.154160982,0.306967213,0.047322367,0.03066068,0.008736055,0.01487069,0.481322564
Samsung GT-i9103 Galaxy Z / Galaxy R,1/08/2011,2012,2354,113,Samsung GT-i9103 Galaxy Z / Galaxy R,40756,Samsung,0.499984741,0.125838031,0.499771896,0.179856115,0.154471545,0.380952381,0.058846303,0.16425648,0.314344262,0.051633082,0.02212957,0.005609918,0.015301724,0.436648157
Samsung SCH-M828C Galaxy Precedent,1/08/2011,2012,2355,113,Samsung SCH-M828C Galaxy Precedent,40756,Samsung,0.187475204,0.008388246,0.399726275,0.107913669,0.089430894,0.222222222,0.019873532,0.13888131,0.260245902,0.036143292,0.037203335,0.013789264,0.010344828,0.59994952
Samsung SCH-R720 Admire,1/08/2011,2012,2356,113,Samsung SCH-R720 Admire,40756,Samsung,0.249977111,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.019873532,0.145975443,0.274590164,0.040083421,0.037844772,0.008436289,0.012931034,0.30338213
Samsung SGH-i997R Galaxy S Infuse 4G,1/08/2011,2012,2357,113,Samsung SGH-i997R Galaxy S Infuse 4G,40756,Samsung,0.249977111,0.249999232,0.599817517,0.201438849,0.154471545,0.380952381,0.058846303,0.171896317,0.331147541,0.056923043,0.020141116,0.008307817,0.014655172,0.659767794
Samsung GT-P7310 Galaxy Tab 8.9 Wi-Fi 16GB,1/09/2011,2012,2396,113,Samsung GT-P7310 Galaxy Tab 8.9 Wi-Fi 16GB,40787,Samsung,0.499984741,0.255032794,0.499771896,0.517985612,0.479674797,0.380952381,0.182733256,0.612278308,0.445901639,0.273015901,0.01603592,0.057640837,0.088362069,0.316002019
Samsung SCH-i919,1/09/2011,2012,2397,113,Samsung SCH-i919,40787,Samsung,0.499984741,0.125838031,0.699863138,0.201438849,0.154471545,0.380952381,0.058846303,0.171241473,0.33057377,0.056607939,0.022771007,0.008607584,0.015474138,0.524230187
Samsung SPH-D710 Galaxy S2 Epic Touch 4G (Samsung Within),1/09/2011,2012,2398,113,Samsung SPH-D710 Galaxy S2 Epic Touch 4G (Samsung Within),40787,Samsung,0.499984741,0.249999232,0.599817517,0.201438849,0.154471545,0.380952381,0.058846303,0.169440655,0.329918033,0.055901528,0.022771007,0.008907351,0.01487069,0.408884402
Samsung GT-i8150 Galaxy W (Samsung Ancora),1/10/2011,2012,2439,113,Samsung GT-i8150 Galaxy W (Samsung Ancora),40817,Samsung,0.249977111,0.062079576,0.699863138,0.143884892,0.154471545,0.380952381,0.058846303,0.14324693,0.273770492,0.039216783,0.034637588,0.007387106,0.011206897,0.524230187
Samsung GT-i8350 Omnia W,1/10/2011,2012,2440,113,Samsung GT-i8350 Omnia W,40817,Samsung,0.249977111,0.125838031,0.699863138,0.143884892,0.154471545,0.380952381,0.058846303,0.142701228,0.274467213,0.039166808,0.030788967,0.006466394,0.011918103,0.524230187
Samsung GT-i9220 Galaxy Note 16GB,1/10/2011,2012,2441,113,Samsung GT-i9220 Galaxy Note 16GB,40817,Samsung,0.499984741,0.249999232,0.699863138,0.258992806,0.284552846,0.619047619,0.176151762,0.208594816,0.40102459,0.083651651,0.022771007,0.015716335,0.025431034,0.60676426
